traj_id,task,agent,model,reward,n_steps,placeholder_frac,max_msg_repeat_frac,no_tool_frac,exclude
cobol-modernization__Et39SMf,cobol-modernization,claude-code,claude-haiku-4-5-20251001@anthropic,1,131,0.176,0.015,0.481,False
dna-assembly__Xbp9Bz3,dna-assembly,codex,gpt-5-codex@openai,0,55,0.073,0.018,0.055,False
financial-document-processor__bB9Wiaq,financial-document-processor,terminus-2,claude-sonnet-4-5-20250929@anthropic,1,65,0.308,0.015,0.015,False
fix-git__EAeGNpJ,fix-git,deepagent-harbor,gpt-5.2-codex@openai,1,22,0.045,0.333,0.136,True
git-multibranch__vdVeyzC,git-multibranch,gemini-cli,gemini-2.5-pro@gemini,0,37,0.189,0.054,0.054,False
build-cython-ext__AnACACR,build-cython-ext,terminus-3-3,claude-opus-4-6@anthropic,1,36,0.583,1.0,0.028,True
fix-code-vulnerability__5WLkujr,fix-code-vulnerability,codex,gpt-5-codex@openai,1,42,0.333,0.024,0.071,False
git-leak-recovery__yj3syHp,git-leak-recovery,gemini-cli,gemini-2.5-flash@gemini,1,17,0.353,0.5,0.118,True
break-filter-js-from-html__WKU7xSd,break-filter-js-from-html,claude-code,minimax-m2.1@minimax,0,269,0.104,0.007,0.335,False
adaptive-rejection-sampler__eq5jwvz,adaptive-rejection-sampler,terminus-3-3,claude-opus-4-6@anthropic,0,27,0.222,0.5,0.074,True
log-summary-date-ranges__trWwNgw,log-summary-date-ranges,judy,claude-opus-4.6@anthropic,1,31,0.0,0.045,0.387,False
custom-memory-heap-crash__NYyQugX,custom-memory-heap-crash,deepagent-harbor,gpt-5.2-codex@openai,1,47,0.234,0.333,0.064,False
compile-compcert__cEqxSro,compile-compcert,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,206,0.184,0.01,0.005,False
cobol-modernization__862Hccy,cobol-modernization,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,214,0.093,0.109,0.005,False
mailman__EF4fEhw,mailman,mini-swe-agent,gpt-5-codex@openai,1,75,0.2,0.013,0.013,False
make-doom-for-mips__Bp7PDiW,make-doom-for-mips,codex,gpt-5@openai,0,107,0.299,0.009,0.037,False
filter-js-from-html__mYVHMr5,filter-js-from-html,terminus-3-3,gemini-3.1-pro-preview@Google,0,12,0.667,1.0,0.083,True
compile-compcert__EDG38Ur,compile-compcert,deepagent-harbor,gpt-5.2-codex@openai,1,90,0.267,0.5,0.022,True
build-pov-ray__RLBcWPD,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,0,97,0.392,0.042,0.021,False
build-pov-ray__EhPrhcP,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,26,0.5,0.04,0.077,True
mailman__hPjaTRz,mailman,claude-code,claude-haiku-4-5-20251001@anthropic,1,200,0.2,0.01,0.44,False
chess-best-move__C7hAJjw,chess-best-move,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,15,0.267,0.067,0.067,True
code-from-image__HXBUrKj,code-from-image,terminus-2,claude-opus-4-5-20251101@anthropic,1,9,0.222,0.111,0.0,True
db-wal-recovery__24tQhmi,db-wal-recovery,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,24,0.083,0.042,0.042,True
bn-fit-modify__8nmEVH2,bn-fit-modify,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,28,0.0,0.036,0.036,True
bn-fit-modify__nY7iCWV,bn-fit-modify,openhands,gemini-2.5-flash@gemini,0,138,0.116,0.239,0.246,False
constraints-scheduling__ecVXfE2,constraints-scheduling,mini-swe-agent,gpt-5-nano@openai,1,4,0.0,0.25,0.5,True
extract-elf__kPoy4CU,extract-elf,openhands,gpt-5@openai,0,30,0.133,0.115,0.1,False
break-filter-js-from-html__DCmGohP,break-filter-js-from-html,terminus-2,claude-opus-4-1-20250805@anthropic,0,63,0.175,0.016,0.016,False
count-dataset-tokens__UXYsE5Z,count-dataset-tokens,terminus-2,gpt-5.1-codex@openai,1,29,0.31,0.034,0.0,True
llm-inference-batching-scheduler__DafTbee,llm-inference-batching-scheduler,mini-swe-agent,gemini-2.5-pro@gemini,0,41,0.098,0.024,0.049,False
hf-model-inference__CZdip7f,hf-model-inference,openhands,claude-opus-4-5-20251101@anthropic,1,28,0.071,0.214,0.036,True
filter-js-from-html__MZv7UMr,filter-js-from-html,codex,gpt-5-mini@openai,0,5,0.0,0.2,0.8,True
mailman__SHyW2eM,mailman,openhands,claude-haiku-4-5-20251001@anthropic,0,221,0.032,0.137,0.593,False
largest-eigenval__xVF2FpZ,largest-eigenval,openhands,gpt-5@openai,0,19,0.211,0.118,0.053,True
bn-fit-modify__Pf3MqC3,bn-fit-modify,claude-code,claude-opus-4-5-20251101@anthropic,1,32,0.25,0.062,0.438,False
distribution-search__EUY7LcF,distribution-search,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,62,0.016,0.055,0.113,False
extract-elf__eJ7YtXx,extract-elf,gemini-cli,gemini-2.5-flash@gemini,0,8,0.125,0.333,0.375,True
dna-insert__L9ViCxX,dna-insert,claude-code,claude-opus-4-6@anthropic,0,42,0.31,0.024,0.381,False
feal-differential-cryptanalysis__f7BfxLW,feal-differential-cryptanalysis,claude-code,claude-opus-4-1-20250805@anthropic,0,77,0.351,0.026,0.403,False
code-from-image__LWyrbjV,code-from-image,codex,gpt-5-nano@openai,1,8,0.0,0.125,0.625,True
custom-memory-heap-crash__QUuuv5V,custom-memory-heap-crash,mini-swe-agent,gpt-5-nano@openai,0,128,0.281,0.016,0.047,False
cancel-async-tasks__HReKKFC,cancel-async-tasks,claude-code,claude-opus-4-1-20250805@anthropic,0,15,0.2,0.133,0.667,True
circuit-fibsqrt__5cmfsLn,circuit-fibsqrt,terminus-2,openai/gpt-oss-20b@together_ai,0,201,0.0,0.119,0.995,False
code-from-image__xcqy33C,code-from-image,claude-code,claude-opus-4-1-20250805@anthropic,1,14,0.071,0.143,0.714,True
code-from-image__w6kiJwp,code-from-image,terminus-3-3,gemini-3.1-pro-preview@Google,1,8,0.25,1.0,0.125,True
log-summary-date-ranges__xjxzthV,log-summary-date-ranges,openhands,gpt-5-mini@openai,1,8,0.25,0.125,0.125,True
adaptive-rejection-sampler__RtJpbRn,adaptive-rejection-sampler,mini-swe-agent,gpt-5-codex@openai,1,25,0.2,0.04,0.04,True
cobol-modernization__ULoVJ4S,cobol-modernization,claude-code,claude-opus-4-1-20250805@anthropic,1,82,0.134,0.024,0.402,False
dna-assembly__WYi3riJ,dna-assembly,codex,gpt-5@openai,0,41,0.049,0.024,0.098,False
compile-compcert__jaQ9osG,compile-compcert,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,86,0.0,0.012,0.012,False
fix-git__Skgg4da,fix-git,deepagent-harbor,gpt-5.2-codex@openai,1,17,0.0,0.333,0.176,True
install-windows-3.11__n6tbKJt,install-windows-3.11,gemini-cli,gemini-2.5-pro@gemini,0,28,0.107,0.071,0.071,True
crack-7z-hash__mohxr6i,crack-7z-hash,terminus-3-3,claude-opus-4-6@anthropic,1,39,0.179,1.0,0.026,True
custom-memory-heap-crash__G7ApQ9a,custom-memory-heap-crash,codex,gpt-5-mini@openai,1,25,0.24,0.04,0.28,True
hf-model-inference__YTBVKfk,hf-model-inference,gemini-cli,gemini-2.5-pro@gemini,1,13,0.077,0.077,0.154,True
circuit-fibsqrt__Gce4Des,circuit-fibsqrt,claude-code,claude-opus-4-1-20250805@anthropic,0,224,0.196,0.009,0.46,False
db-wal-recovery__hqkBebJ,db-wal-recovery,terminus-3-3,claude-opus-4-6@anthropic,0,34,0.529,1.0,0.029,True
fix-ocaml-gc__wWfymqu,fix-ocaml-gc,judy,claude-opus-4.6@anthropic,1,51,0.176,0.024,0.196,False
fix-ocaml-gc__Pts8hpv,fix-ocaml-gc,deepagent-harbor,gpt-5.2-codex@openai,1,41,0.463,0.5,0.049,True
fix-ocaml-gc__awEK6tj,fix-ocaml-gc,mini-swe-agent,gemini-2.5-pro@gemini,0,266,0.06,0.004,0.004,False
fix-ocaml-gc__xoSx2XV,fix-ocaml-gc,openhands,claude-sonnet-4-5-20250929@anthropic,1,241,0.183,0.115,0.008,False
break-filter-js-from-html__KXYUcFy,break-filter-js-from-html,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,110,0.009,0.009,0.036,False
llm-inference-batching-scheduler__dTbSH4d,llm-inference-batching-scheduler,codex,gpt-5-mini@openai,0,61,0.23,0.016,0.098,False
extract-elf__hSdyfKy,extract-elf,terminus-3-3,gemini-3.1-pro-preview@Google,0,11,0.545,1.0,0.091,True
mailman__NZhAvyM,mailman,deepagent-harbor,gpt-5.2-codex@openai,1,120,0.292,0.333,0.025,False
mailman__G3ZwNNj,mailman,gemini-cli,gemini-2.5-pro@gemini,0,91,0.165,0.011,0.022,False
custom-memory-heap-crash__XZcZpsp,custom-memory-heap-crash,gemini-cli,gemini-2.5-pro@gemini,1,35,0.343,0.114,0.086,False
break-filter-js-from-html__AtgRRo3,break-filter-js-from-html,claude-code,claude-haiku-4-5-20251001@anthropic,1,244,0.168,0.008,0.373,False
bn-fit-modify__YGKb4eN,bn-fit-modify,terminus-2,gpt-5-codex@openai,0,16,0.375,0.062,0.062,True
fix-git__78jCFeQ,fix-git,terminus-2,glm-5@z-ai,1,9,0.111,0.111,0.111,True
configure-git-webserver__Jg6bfb5,configure-git-webserver,mini-swe-agent,gpt-5@openai,0,12,0.083,0.083,0.167,True
extract-moves-from-video__jbNAATG,extract-moves-from-video,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,29,0.0,0.034,0.172,True
circuit-fibsqrt__otuc7zA,circuit-fibsqrt,openhands,gemini-2.5-pro@gemini,0,113,0.124,0.342,0.018,False
constraints-scheduling__7WTMTJY,constraints-scheduling,mini-swe-agent,claude-opus-4-1-20250805@anthropic,1,12,0.333,0.083,0.083,True
db-wal-recovery__LXuBgrP,db-wal-recovery,openhands,gemini-2.5-flash@gemini,0,34,0.0,0.059,0.029,False
gcode-to-text__EKmh24K,gcode-to-text,terminus-2,claude-opus-4-5-20251101@anthropic,0,61,0.738,0.016,0.0,True
crack-7z-hash__WDpTay9,crack-7z-hash,terminus-2,claude-opus-4-5-20251101@anthropic,1,30,0.167,0.033,0.0,False
chess-best-move__kzCwv7q,chess-best-move,mini-swe-agent,gpt-5-nano@openai,0,25,0.0,0.04,0.04,True
cancel-async-tasks__9s35bmD,cancel-async-tasks,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,1,34,0.088,0.071,0.029,False
kv-store-grpc__YqFSxbD,kv-store-grpc,codex,gpt-5-nano@openai,0,12,0.0,0.083,0.5,True
feal-linear-cryptanalysis__zkH3dcS,feal-linear-cryptanalysis,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,206,0.053,0.078,0.015,False
log-summary-date-ranges__oCw8b6M,log-summary-date-ranges,openhands,gemini-2.5-flash@gemini,0,16,0.062,0.333,0.438,True
build-pov-ray__8Xex4DS,build-pov-ray,claude-code,claude-opus-4-5-20251101@anthropic,1,40,0.45,0.05,0.3,False
llm-inference-batching-scheduler__ubwAnFp,llm-inference-batching-scheduler,openhands,gpt-5-mini@openai,1,72,0.208,0.083,0.014,False
feal-differential-cryptanalysis__aDAUvj5,feal-differential-cryptanalysis,gemini-cli,gemini-2.5-pro@gemini,0,7,0.143,0.143,0.286,True
financial-document-processor__bY9HZpi,financial-document-processor,claude-code,claude-opus-4-5-20251101@anthropic,0,49,0.51,0.041,0.388,True
db-wal-recovery__JXzn5ut,db-wal-recovery,claude-code,claude-sonnet-4-5-20250929@anthropic,0,91,0.209,0.022,0.407,False
distribution-search__3usNqVz,distribution-search,codex,gpt-5-mini@openai,1,9,0.0,0.111,0.444,True
bn-fit-modify__MXHjNK8,bn-fit-modify,mini-swe-agent,gemini-2.5-flash@gemini,0,83,0.313,0.024,0.024,False
feal-differential-cryptanalysis__W8fg9o3,feal-differential-cryptanalysis,claude-code,claude-opus-4-5-20251101@anthropic,0,13,0.231,0.154,0.615,True
cobol-modernization__GAu29R6,cobol-modernization,terminus-2,openai/gpt-oss-20b@together_ai,0,201,0.0,0.015,0.995,False
large-scale-text-editing__JauWvQR,large-scale-text-editing,claude-code,claude-opus-4-5-20251101@anthropic,1,23,0.087,0.087,0.565,True
custom-memory-heap-crash__fFb4Y8r,custom-memory-heap-crash,terminus-3-3,gemini-3.1-pro-preview@Google,1,19,0.526,1.0,0.053,True
custom-memory-heap-crash__3ZPF5A3,custom-memory-heap-crash,openhands,claude-opus-4-5-20251101@anthropic,1,17,0.353,0.059,0.059,True
distribution-search__MNaBNFq,distribution-search,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,34,0.088,0.029,0.029,False
largest-eigenval__ZWZPRNm,largest-eigenval,claude-code,claude-opus-4-6@anthropic,1,76,0.276,0.013,0.316,False
build-cython-ext__oJX9W7d,build-cython-ext,codex,gpt-5-mini@openai,0,54,0.407,0.019,0.111,False
fix-ocaml-gc__PtVH4yK,fix-ocaml-gc,terminus-2,claude-sonnet-4-5-20250929@anthropic,1,83,0.422,0.012,0.012,False
headless-terminal__VwFc4aJ,headless-terminal,deepagent-harbor,gpt-5.2-codex@openai,1,16,0.188,0.333,0.188,True
count-dataset-tokens__Z3boWUY,count-dataset-tokens,gemini-cli,gemini-2.5-pro@gemini,0,25,0.32,0.043,0.08,True
mailman__j4ygUQF,mailman,terminus-3-3,gemini-3.1-pro-preview@Google,1,35,0.771,1.0,0.029,True
fix-code-vulnerability__8SfRAaj,fix-code-vulnerability,codex,gpt-5@openai,1,27,0.444,0.037,0.185,True
cobol-modernization__XrVAFVw,cobol-modernization,gemini-cli,gemini-2.5-pro@gemini,1,23,0.087,0.087,0.13,True
install-windows-3.11__bE8a35u,install-windows-3.11,claude-code,claude-opus-4-5-20251101@anthropic,0,165,0.345,0.012,0.285,False
adaptive-rejection-sampler__xuBKeAL,adaptive-rejection-sampler,terminus-3-3,claude-opus-4-6@anthropic,0,28,0.5,0.5,0.071,True
llm-inference-batching-scheduler__Yphdh28,llm-inference-batching-scheduler,judy,claude-opus-4.6@anthropic,1,57,0.175,0.031,0.175,False
configure-git-webserver__X3fnxyF,configure-git-webserver,deepagent-harbor,gpt-5.2-codex@openai,1,31,0.129,0.333,0.097,False
mailman__H4kNHau,mailman,mini-swe-agent,gemini-2.5-flash@gemini,0,154,0.435,0.019,0.006,False
bn-fit-modify__uNFk4PQ,bn-fit-modify,openhands,gpt-5-nano@openai,1,221,0.023,0.244,0.493,False
custom-memory-heap-crash__E322Lxp,custom-memory-heap-crash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,1,84,0.083,0.024,0.012,False
gcode-to-text__7gZ5QbN,gcode-to-text,codex,gpt-5-codex@openai,0,67,0.254,0.015,0.03,False
dna-insert__9ud4cF5,dna-insert,terminus-3-3,gemini-3.1-pro-preview@Google,0,12,0.667,1.0,0.083,True
build-cython-ext__cFunBfo,build-cython-ext,deepagent-harbor,gpt-5.2-codex@openai,1,84,0.262,0.333,0.036,False
db-wal-recovery__xuHVAC9,db-wal-recovery,gemini-cli,gemini-2.5-flash@gemini,0,72,0.0,0.5,0.028,True
configure-git-webserver__BqGNtbF,configure-git-webserver,gemini-cli,gemini-2.5-pro@gemini,1,27,0.185,0.037,0.074,True
financial-document-processor__WTUoKtQ,financial-document-processor,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,9,0.0,0.125,0.222,True
code-from-image__avse69a,code-from-image,terminus-2,claude-opus-4-6@anthropic,1,8,0.25,0.125,0.125,True
build-cython-ext__E49vsmL,build-cython-ext,mini-swe-agent,gpt-5-mini@openai,0,23,0.348,0.043,0.043,True
chess-best-move__U3Jbtuc,chess-best-move,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,28,0.286,0.036,0.036,True
feal-linear-cryptanalysis__WgGvhSS,feal-linear-cryptanalysis,openhands,gpt-5-nano@openai,0,66,0.076,0.258,0.015,False
cobol-modernization__uBwGjMb,cobol-modernization,mini-swe-agent,gpt-5-nano@openai,1,6,0.0,0.167,0.333,True
gpt2-codegolf__6iAo226,gpt2-codegolf,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,41,0.024,0.564,0.561,True
circuit-fibsqrt__2tsnRcz,circuit-fibsqrt,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,95,0.389,0.022,0.042,False
git-multibranch__RMymxhy,git-multibranch,terminus-2,minimax-m2.5@Minimax,1,36,0.111,0.028,0.056,False
git-leak-recovery__K8ok2pK,git-leak-recovery,mini-swe-agent,openai/gpt-oss-20b@together_ai,0,27,0.0,0.038,0.074,True
configure-git-webserver__rrH5uTY,configure-git-webserver,openhands,gemini-2.5-pro@gemini,1,36,0.056,0.059,0.028,False
bn-fit-modify__9PFiXMi,bn-fit-modify,codex,gpt-5-nano@openai,0,12,0.0,0.083,0.417,True
build-pov-ray__xZXwyJg,build-pov-ray,openhands,claude-opus-4-1-20250805@anthropic,0,184,0.016,0.022,0.005,False
gcode-to-text__pZrmsFS,gcode-to-text,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,0,22,0.0,0.19,0.045,True
kv-store-grpc__j8WaxBw,kv-store-grpc,claude-code,claude-haiku-4-5-20251001@anthropic,1,32,0.219,0.062,0.531,False
configure-git-webserver__BfgHMG7,configure-git-webserver,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,72,0.028,0.087,0.014,False
extract-elf__yAwrd3G,extract-elf,gemini-cli,gemini-2.5-flash@gemini,0,7,0.143,0.5,0.286,True
adaptive-rejection-sampler__MnARWmM,adaptive-rejection-sampler,claude-code,minimax-m2.1@minimax,0,39,0.256,0.051,0.41,False
caffe-cifar-10__wbk4hcz,caffe-cifar-10,claude-code,claude-opus-4-5-20251101@anthropic,0,94,0.457,0.021,0.383,False
code-from-image__x2XyYXp,code-from-image,codex,gpt-5@openai,1,7,0.0,0.143,0.714,True
make-doom-for-mips__s3rm6vN,make-doom-for-mips,mini-swe-agent,claude-opus-4-1-20250805@anthropic,0,75,0.227,0.013,0.013,False
chess-best-move__gyapjxU,chess-best-move,claude-code,claude-opus-4-6@anthropic,0,6,0.167,0.167,0.667,True
large-scale-text-editing__6vBX2au,large-scale-text-editing,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,189,0.0,0.007,0.27,False
distribution-search__UdUH5x6,distribution-search,claude-code,claude-opus-4-1-20250805@anthropic,1,22,0.409,0.091,0.545,True
cancel-async-tasks__LoArH2N,cancel-async-tasks,terminus-3-3,claude-opus-4-6@anthropic,1,21,0.524,1.0,0.048,True
constraints-scheduling__SrfTo5k,constraints-scheduling,openhands,claude-opus-4-5-20251101@anthropic,1,11,0.273,0.091,0.091,True
extract-elf__pHeubfz,extract-elf,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,33,0.273,0.03,0.03,False
build-cython-ext__a2DqRQd,build-cython-ext,claude-code,claude-opus-4-6@anthropic,1,103,0.583,0.01,0.252,True
extract-moves-from-video__r6bGTAE,extract-moves-from-video,codex,gpt-5-mini@openai,0,39,0.256,0.026,0.103,False
cobol-modernization__rCPBrgt,cobol-modernization,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,78,0.0,0.013,0.013,False
constraints-scheduling__XCPCa8Y,constraints-scheduling,deepagent-harbor,gpt-5.2-codex@openai,1,8,0.0,0.25,0.5,True
caffe-cifar-10__SgPDUW2,caffe-cifar-10,gemini-cli,gemini-2.5-flash@gemini,0,50,0.38,1.0,0.02,True
build-cython-ext__GDepG5v,build-cython-ext,terminus-3-3,claude-opus-4-6@anthropic,1,33,0.606,1.0,0.03,True
bn-fit-modify__rrPfpRG,bn-fit-modify,codex,gpt-5-codex@openai,1,34,0.382,0.029,0.088,False
constraints-scheduling__vsUDFzZ,constraints-scheduling,gemini-cli,gemini-2.5-flash@gemini,1,14,0.071,0.25,0.286,True
fix-code-vulnerability__uLGMMUD,fix-code-vulnerability,claude-code,claude-opus-4-1-20250805@anthropic,0,173,0.416,0.012,0.341,False
adaptive-rejection-sampler__RGDkMyX,adaptive-rejection-sampler,terminus-3-3,claude-opus-4-6@anthropic,0,29,0.517,0.5,0.069,True
build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,0.068,0.036,0.205,False
largest-eigenval__JPH6LL8,largest-eigenval,deepagent-harbor,gpt-5.2-codex@openai,1,28,0.0,0.333,0.107,True
crack-7z-hash__DEV6z5W,crack-7z-hash,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,0,215,0.047,0.005,0.005,False
fix-ocaml-gc__QYXvMFt,fix-ocaml-gc,openhands,claude-opus-4-1-20250805@anthropic,1,274,0.15,0.1,0.004,False
break-filter-js-from-html__m7rqXa8,break-filter-js-from-html,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,1,124,0.008,0.008,0.008,False
fix-ocaml-gc__yiT7VV3,fix-ocaml-gc,codex,gpt-5-mini@openai,0,68,0.618,0.015,0.074,True
build-pmars__m5Kssfb,build-pmars,terminus-3-3,claude-opus-4-6@anthropic,0,23,0.435,1.0,0.043,True
compile-compcert__QMNYMiL,compile-compcert,deepagent-harbor,gpt-5.2-codex@openai,1,86,0.244,0.333,0.035,False
compile-compcert__UArtht2,compile-compcert,terminus-2,openai/gpt-oss-120b@together_ai,0,21,0.0,0.048,0.048,True
fix-code-vulnerability__ycSiaUm,fix-code-vulnerability,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,1,20,0.85,0.05,0.05,True
custom-memory-heap-crash__L5CXZGX,custom-memory-heap-crash,mini-swe-agent,openai/gpt-oss-120b@together_ai,0,4,0.0,0.25,0.25,True
gcode-to-text__JcStfu9,gcode-to-text,terminus-2,gpt-5-codex@openai,0,31,0.387,0.032,0.032,False
fix-code-vulnerability__tfgExwY,fix-code-vulnerability,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,0,99,0.0,0.103,0.02,False
configure-git-webserver__7EL9qWw,configure-git-webserver,mini-swe-agent,gpt-5-mini@openai,1,9,0.0,0.111,0.111,True
count-dataset-tokens__Ur7S2yT,count-dataset-tokens,openhands,gemini-2.5-flash@gemini,0,52,0.173,0.104,0.058,False
cobol-modernization__4tqmh8R,cobol-modernization,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,117,0.0,0.043,0.009,False
fix-ocaml-gc__7TdKcz6,fix-ocaml-gc,terminus-2,claude-sonnet-4-5-20250929@anthropic,1,51,0.627,0.02,0.02,True
build-cython-ext__W7JgerM,build-cython-ext,mini-swe-agent,gemini-2.5-flash@gemini,0,33,0.455,0.03,0.03,False
adaptive-rejection-sampler__Z6MGJiK,adaptive-rejection-sampler,openhands,gpt-5@openai,1,26,0.038,0.083,0.115,True
feal-linear-cryptanalysis__HVT3qxT,feal-linear-cryptanalysis,codex,gpt-5-nano@openai,0,18,0.278,0.056,0.278,True
cobol-modernization__wDvpBX6,cobol-modernization,openhands,claude-haiku-4-5-20251001@anthropic,0,297,0.0,0.498,1.0,True
install-windows-3.11__qA4UZnB,install-windows-3.11,openhands,gemini-2.5-pro@gemini,0,24,0.042,0.087,0.042,True
build-pmars__fnrNbJ2,build-pmars,claude-code,minimax-m2.1@minimax,1,56,0.321,0.036,0.125,False
code-from-image__KDMFBZz,code-from-image,openhands,gpt-5-mini@openai,1,116,0.181,0.009,0.009,False
install-windows-3.11__bBQAh2N,install-windows-3.11,gemini-cli,gemini-2.5-flash@gemini,0,11,0.091,0.5,0.182,True
count-dataset-tokens__AHSi9hs,count-dataset-tokens,claude-code,claude-opus-4-1-20250805@anthropic,0,32,0.438,0.062,0.531,False
build-pmars__ZCDwC3V,build-pmars,claude-code,claude-opus-4-1-20250805@anthropic,0,71,0.296,0.028,0.507,False
headless-terminal__D7A2FUp,headless-terminal,codex,gpt-5-nano@openai,1,10,0.0,0.1,0.5,True
circuit-fibsqrt__KyGNqvY,circuit-fibsqrt,mini-swe-agent,gemini-2.5-flash@gemini,0,69,0.029,0.016,0.377,False
gpt2-codegolf__GWUoDbp,gpt2-codegolf,claude-code,claude-opus-4-6@anthropic,0,5,0.2,0.2,0.6,True
circuit-fibsqrt__zpZjLan,circuit-fibsqrt,terminus-2,claude-opus-4-5-20251101@anthropic,0,158,0.589,0.006,0.006,True
constraints-scheduling__UbRVtUR,constraints-scheduling,claude-code,claude-sonnet-4-5-20250929@anthropic,1,16,0.375,0.125,0.5,True
kv-store-grpc__uGM73AX,kv-store-grpc,terminus-3-3,claude-opus-4-6@anthropic,1,13,0.462,1.0,0.077,True
fix-git__T3dfPpM,fix-git,openhands,claude-opus-4-5-20251101@anthropic,1,11,0.182,0.091,0.091,True
mailman__t8ccwUg,mailman,mini-swe-agent,claude-opus-4-1-20250805@anthropic,1,26,0.346,0.038,0.038,True
llm-inference-batching-scheduler__NBr9gH4,llm-inference-batching-scheduler,claude-code,claude-sonnet-4-5-20250929@anthropic,1,92,0.565,0.022,0.359,True
largest-eigenval__qCpHoHj,largest-eigenval,codex,gpt-5-codex@openai,0,31,0.161,0.032,0.065,False
mailman__izzLN4o,mailman,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,1,85,0.153,0.012,0.012,False
headless-terminal__BD63xHJ,headless-terminal,deepagent-harbor,gpt-5.2-codex@openai,1,17,0.059,0.333,0.176,True
git-multibranch__wJ9QX4i,git-multibranch,gemini-cli,gemini-2.5-pro@gemini,0,44,0.182,0.136,0.023,False
count-dataset-tokens__hFpMBGo,count-dataset-tokens,terminus-3-3,gemini-3.1-pro-preview@Google,1,28,0.571,1.0,0.036,True
fix-ocaml-gc__ZcPZAeY,fix-ocaml-gc,codex,gpt-5@openai,1,52,0.538,0.019,0.096,True
cobol-modernization__oCCMU5E,cobol-modernization,gemini-cli,gemini-2.5-flash@gemini,1,9,0.111,0.5,0.222,True
feal-differential-cryptanalysis__SuJsdBs,feal-differential-cryptanalysis,claude-code,claude-haiku-4-5-20251001@anthropic,0,150,0.3,0.013,0.413,False
db-wal-recovery__Q5CmCSq,db-wal-recovery,terminus-3-3,claude-opus-4-6@anthropic,0,40,0.575,1.0,0.025,True
bn-fit-modify__Fb47KNs,bn-fit-modify,judy,claude-opus-4.6@anthropic,1,52,0.115,0.033,0.231,False
custom-memory-heap-crash__NAMeUua,custom-memory-heap-crash,deepagent-harbor,gpt-5.2-codex@openai,1,39,0.231,0.333,0.077,False
compile-compcert__dW6RoFc,compile-compcert,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,0,189,0.169,0.005,0.005,False
custom-memory-heap-crash__nHAg3kA,custom-memory-heap-crash,openhands,claude-haiku-4-5-20251001@anthropic,1,425,0.052,0.262,0.675,False
mailman__DgyjokV,mailman,mini-swe-agent,gemini-2.5-pro@gemini,1,69,0.116,0.015,0.029,False
build-pov-ray__AV4Aie5,build-pov-ray,codex,gpt-5@openai,0,73,0.521,0.014,0.055,True
filter-js-from-html__pYJz3Yp,filter-js-from-html,terminus-3-3,gemini-3.1-pro-preview@Google,0,24,0.583,1.0,0.042,True
break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,0.022,0.333,0.033,False
gcode-to-text__gCxgfZT,gcode-to-text,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,0,20,0.0,0.05,0.05,True
distribution-search__VcncMX4,distribution-search,terminus-2,claude-opus-4-5-20251101@anthropic,1,5,0.6,0.2,0.0,True
filter-js-from-html__xyoCYLC,filter-js-from-html,mini-swe-agent,openai/gpt-oss-20b@together_ai,0,4,0.0,0.25,0.5,True
